hop_n,ip,rtt,city,region,country,latitude,longitude,asn,as_name
3,122.53.32.1,4.785666666666667,Manila,Metro Manila,PH,14.6042,120.9822,AS9299,Philippine Long Distance Telephone Company
4,122.2.203.14,4.701,Manila,Metro Manila,PH,14.6042,120.9822,AS9299,Philippine Long Distance Telephone Company
5,210.213.131.109,4.556333333333334,Manila,Metro Manila,PH,14.6042,120.9822,AS9299,Philippine Long Distance Telephone Company
6,210.213.131.121,20.93133333333333,Hong Kong,,HK,22.27832,114.17469,AS9299,Philippine Long Distance Telephone Company
9,184.105.81.30,294.209,Marseille,Provence-Alpes-Côte d'Azur,FR,43.29695,5.38107,AS6939,Hurricane Electric LLC
10,72.52.92.70,313.2555,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS6939,Hurricane Electric LLC
11,195.219.220.131,403.706,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS6453,TATA COMMUNICATIONS (AMERICA) INC
12,80.81.193.222,273.443,Frankfurt am Main,Hesse,DE,50.1137,8.7119,,
14,188.1.243.34,305.46700000000004,Berlin,State of Berlin,DE,52.52437,13.41053,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
15,141.76.0.23,292.04266666666666,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
16,141.30.1.22,311.51250000000005,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
17,141.30.1.55,287.58666666666664,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
18,141.76.14.10,284.846,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
